Tenure,TotalCashback,Complain,WarehouseToHome,DaySinceLastOrder,NumberOfAddress,SatisfactionScore,PreferedOrderCat_Mobile,CouponUsed,CityTier
6.0,297.4,0,9.0,8.0,3,4,1,1.0,1
1.0,356.52,0,15.0,3.0,8,5,0,2.0,3
16.0,328.99,1,22.0,9.0,6,1,0,0.0,3
3.0,304.18,1,10.0,7.0,2,4,0,2.0,3
5.0,328.99,0,15.0,10.0,3,1,0,3.0,3
3.0,336.38,0,7.0,10.0,3,3,0,1.0,1
13.0,4448.08,0,14.0,4.0,3,1,0,7.0,1
24.0,4563.6,0,9.0,8.0,3,5,0,14.0,1
12.0,1425.68,0,13.0,8.0,4,3,0,3.0,1
29.0,1577.25,1,7.0,14.0,2,5,0,4.0,1
4.0,125.00999999999999,0,14.0,0.0,2,4,1,1.0,1
6.0,431.42,1,17.0,3.0,4,1,0,1.0,3
9.0,122.78999999999999,0,15.0,3.0,2,4,1,1.0,1
1.0,282.22,0,7.0,1.0,3,2,1,2.0,1
9.0,429.32,1,24.0,3.0,5,5,0,2.0,3
23.0,314.22,0,32.0,5.0,3,5,1,1.0,1
30.0,205.52,1,11.0,4.0,3,4,0,1.0,1
0.0,110.91,0,30.0,0.0,2,5,1,0.0,3
13.0,449.82,0,13.0,3.0,6,5,0,1.0,1
0.0,128.19,0,10.0,2.0,3,5,1,0.0,1
21.0,318.4,0,8.0,3.0,9,1,1,2.0,1
14.0,133.76,0,13.0,8.0,2,3,1,1.0,1
18.0,148.5,0,26.0,1.0,9,3,0,0.0,3
1.0,444.39,1,32.0,3.0,6,4,1,1.0,1
15.0,267.99,0,16.0,9.0,1,5,0,1.0,2
8.0,352.42,0,15.0,1.0,5,5,0,2.0,1
11.0,1030.4499999999998,0,9.0,13.0,1,3,0,1.0,3
10.0,1249.26,1,17.0,8.0,9,5,0,3.0,1
19.0,328.99,1,16.0,3.0,6,5,0,2.0,3
4.0,159.93,1,6.0,5.0,9,2,0,1.0,3
1.0,299.44,1,14.0,1.0,3,4,1,2.0,1
14.0,162.3,0,16.0,10.0,8,2,0,0.0,3
8.0,336.5,0,7.0,4.0,3,4,0,2.0,1
14.0,338.44,1,33.0,1.0,5,2,0,2.0,1
26.0,328.99,0,13.0,3.0,4,3,0,0.0,1
13.0,150.94,0,22.0,0.0,7,3,0,1.0,1
30.0,151.71,0,9.0,5.0,6,2,0,0.0,3
1.0,297.02,0,13.0,1.0,2,3,1,2.0,3
25.0,328.99,0,10.0,3.0,4,3,0,3.0,1
22.0,618.5999999999999,0,9.0,3.0,5,4,0,1.0,3
6.0,920.01,0,14.0,6.0,7,5,1,3.0,1
8.0,143.23,0,14.0,4.0,2,3,1,0.0,2
30.0,1025.6,0,24.0,4.0,7,2,0,1.0,1
22.0,286.65,1,16.0,2.0,10,5,0,1.0,1
8.0,288.24,1,8.0,11.0,3,4,0,1.0,3
15.0,1956.69,0,13.0,3.0,3,3,0,4.0,3
0.0,1201.32,1,9.0,7.0,2,5,1,9.0,1
23.0,277.5,0,14.0,2.0,8,4,1,0.0,3
13.0,2046.3600000000001,0,9.0,11.0,3,3,0,2.0,1
13.0,354.08,0,9.0,5.0,10,2,0,1.0,2
0.0,128.86,1,13.0,2.0,2,3,1,0.0,1
6.0,293.52,0,9.0,5.0,6,5,0,1.0,1
1.0,314.6,0,10.0,1.0,3,3,1,2.0,1
21.0,284.8,0,12.0,2.0,3,3,0,0.0,1
7.0,357.36,1,23.0,3.0,3,1,0,1.0,3
12.0,178.8,0,8.0,7.0,1,3,0,0.0,3
0.0,254.83999999999997,0,15.0,2.0,2,3,1,1.0,2
8.0,824.3000000000001,0,12.0,14.0,3,1,0,1.0,1
1.0,319.7,0,9.0,1.0,4,3,1,2.0,1
1.0,2438.88,0,23.0,15.0,3,5,1,4.0,1
22.0,145.07,0,17.0,4.0,4,1,0,0.0,3
1.0,282.22,0,8.0,1.0,3,1,1,2.0,1
25.0,3299.8900000000003,0,6.0,9.0,1,3,0,7.0,1
9.0,784.76,0,15.0,7.0,2,1,0,3.0,3
31.0,354.4,1,14.0,10.0,2,2,0,1.0,3
14.0,1539.28,0,12.0,7.0,2,3,0,6.0,3
1.0,290.14,0,7.0,4.0,3,3,1,2.0,1
8.0,309.58,0,10.0,1.0,5,2,1,2.0,1
11.0,430.20000000000005,1,21.0,3.0,1,1,0,2.0,1
13.0,3579.96,0,13.0,8.0,2,4,0,1.0,3
7.0,143.25,0,6.0,3.0,2,4,0,1.0,1
8.0,143.23,0,14.0,4.0,2,3,1,0.0,2
17.0,1012.4,0,13.0,17.0,4,1,0,0.0,1
15.0,328.99,0,12.0,7.0,10,5,0,5.0,1
2.0,304.06,1,13.0,3.0,3,3,1,2.0,1
1.0,296.36,0,11.0,1.0,3,3,1,2.0,1
3.0,146.95,1,15.0,7.0,8,3,0,1.0,1
1.0,300.0,0,16.0,3.0,3,5,1,1.0,1
31.0,537.1500000000001,0,23.0,3.0,10,5,0,2.0,3
14.0,2658.11,1,10.0,5.0,1,3,0,5.0,3
6.0,457.77,1,26.0,3.0,8,3,1,3.0,1
11.0,328.99,0,6.0,11.0,2,5,0,4.0,1
10.0,389.24,1,9.0,1.0,6,4,0,1.0,1
9.0,120.96000000000001,0,19.0,6.0,2,3,1,1.0,3
20.0,4727.68,0,9.0,10.0,10,5,0,13.0,3
2.0,627.84,0,26.0,4.0,3,5,1,2.0,1
19.0,148.1,0,24.0,8.0,3,3,0,1.0,1
4.0,253.14,1,14.0,2.0,1,4,1,1.0,1
24.0,4373.599999999999,1,14.0,9.0,7,3,0,5.0,1
15.0,428.76,0,10.0,3.0,4,4,0,1.0,3
27.0,328.99,1,8.0,3.0,6,3,0,2.0,1
1.0,310.82,0,9.0,3.0,2,5,1,1.0,3
9.0,117.06,0,9.0,0.0,2,2,1,1.0,1
9.0,112.74000000000001,0,13.0,0.0,2,3,1,0.0,1
7.0,340.78,0,32.0,2.0,3,3,0,1.0,3
11.0,158.11,1,24.0,0.0,4,1,0,0.0,1
0.0,132.95,0,10.0,2.0,2,4,1,1.0,1
1.0,292.96,1,27.0,5.0,2,4,1,1.0,2
9.0,122.88999999999999,0,15.0,4.0,2,5,1,1.0,1
23.0,640.04,1,25.0,10.0,3,3,0,1.0,1
1.0,300.0,0,16.0,3.0,3,5,1,2.0,1
16.0,353.1,0,11.0,6.0,9,5,0,2.0,3
11.0,440.5,0,8.0,3.0,3,1,0,2.0,3
15.0,148.41,0,8.0,0.0,5,4,1,0.0,1
0.0,397.08,1,19.0,2.0,4,3,0,0.0,3
16.0,271.59,0,20.0,0.0,7,5,0,1.0,1
19.0,359.82,0,32.0,2.0,9,4,0,2.0,3
22.0,1483.7,0,29.0,8.0,5,1,0,1.0,1
0.0,149.07,1,14.0,4.0,1,3,0,0.0,3
1.0,166.73,1,35.0,0.0,8,5,0,1.0,1
17.0,157.43,1,6.0,2.0,5,1,0,1.0,2
25.0,5125.92,0,13.0,16.0,9,3,0,9.0,1
1.0,374.64,0,25.0,3.0,4,3,0,1.0,3
11.0,328.99,1,18.0,8.0,3,1,0,2.0,1
9.0,155.62,1,12.0,2.0,4,5,0,1.0,1
1.0,1326.72,0,10.0,8.0,3,3,1,3.0,1
10.0,1358.8,0,10.0,8.0,6,4,0,3.0,1
5.0,1481.1299999999999,0,9.0,3.0,4,1,0,6.0,1
15.0,683.65,0,15.0,8.0,2,1,1,0.0,1
20.0,361.24,0,20.0,10.0,8,4,0,2.0,1
12.0,597.6,0,9.0,4.0,3,4,1,1.0,1
15.0,328.99,1,32.0,0.0,4,5,0,0.0,1
0.0,394.86,0,10.0,4.0,1,2,1,0.0,1
9.0,112.81,0,9.0,0.0,2,3,1,1.0,1
1.0,128.56,0,9.0,0.0,2,4,1,1.0,3
14.0,329.5,0,16.0,8.0,5,3,0,2.0,1
20.0,346.2,0,25.0,9.0,4,3,0,1.0,1
31.0,644.02,1,7.0,6.0,5,5,0,2.0,1
9.0,121.07,0,11.0,0.0,7,5,1,1.0,1
10.0,157.68,0,25.0,2.0,4,3,0,0.0,1
3.0,292.18,0,11.0,1.0,3,5,1,1.0,1
8.0,150.98,0,15.0,8.0,2,3,0,0.0,1
9.0,120.41999999999999,0,29.0,2.0,5,4,0,0.0,1
0.0,888.0200000000001,1,6.0,8.0,2,1,1,6.0,1
6.0,328.62,0,11.0,3.0,4,4,1,2.0,3
0.0,123.18,0,14.0,0.0,2,3,1,0.0,1
5.0,134.33,0,16.0,3.0,7,3,1,0.0,1
16.0,1354.72,0,36.0,9.0,3,4,0,6.0,1
5.0,5127.2,0,19.0,9.0,3,3,0,2.0,1
9.0,196.99,0,9.0,12.0,5,1,0,0.0,3
28.0,140.35,1,10.0,2.0,1,3,0,1.0,1
30.0,576.88,0,8.0,2.0,10,1,0,1.0,2
17.0,298.76,0,16.0,3.0,6,3,1,2.0,1
12.0,130.69,0,9.0,7.0,1,3,0,0.0,1
15.0,250.3,1,14.0,2.0,6,2,1,0.0,1
16.0,1207.44,1,9.0,9.0,2,5,1,8.0,1
9.0,387.66,0,34.0,8.0,4,3,0,1.0,1
10.0,1318.38,0,15.0,7.0,2,4,0,6.0,3
3.0,456.59999999999997,0,7.0,9.0,3,2,1,3.0,1
17.0,299.1,0,17.0,8.0,2,1,1,1.0,1
2.0,142.62,0,25.0,2.0,5,2,0,0.0,1
15.0,374.6,0,17.0,11.0,9,2,0,1.0,3
13.0,4739.68,1,20.0,3.0,8,4,0,14.0,1
8.0,1862.5,0,22.0,7.0,3,5,0,2.0,3
12.0,209.2,0,31.0,3.0,4,3,0,0.0,1
1.0,320.34,0,15.0,3.0,9,3,1,1.0,1
5.0,140.87,0,7.0,2.0,5,5,0,0.0,1
11.0,319.04,0,17.0,4.0,8,5,1,2.0,1
1.0,291.98,0,18.0,5.0,2,5,1,2.0,1
0.0,394.86,0,10.0,4.0,1,1,1,0.0,1
4.0,1054.48,0,9.0,8.0,2,1,1,2.0,1
5.0,292.14,0,12.0,1.0,8,5,1,1.0,1
16.0,1569.0,0,9.0,15.0,7,3,0,2.0,1
12.0,1016.4000000000001,0,7.0,9.0,2,4,0,5.0,3
1.0,292.38,1,15.0,8.0,3,5,1,2.0,1
0.0,141.05,0,15.0,7.0,2,1,0,0.0,3
5.0,619.36,0,13.0,8.0,2,3,0,3.0,3
9.0,480.18,1,13.0,3.0,2,3,1,2.0,1
6.0,351.1,0,9.0,8.0,9,1,0,1.0,1
13.0,209.32,0,34.0,3.0,4,5,0,0.0,3
9.0,323.62,0,32.0,3.0,6,2,0,1.0,1
9.0,242.10000000000002,0,15.0,0.0,5,3,1,1.0,1
4.0,304.4,0,9.0,3.0,2,1,1,1.0,1
21.0,1150.73,0,22.0,7.0,9,3,0,7.0,3
17.0,579.12,0,22.0,3.0,5,1,0,2.0,3
21.0,839.96,0,10.0,3.0,8,3,0,1.0,1
17.0,124.36000000000001,1,14.0,2.0,7,1,1,1.0,1
5.0,1021.1,0,6.0,7.0,2,1,0,3.0,3
0.0,269.36,0,8.0,2.0,10,4,1,1.0,1
26.0,2127.84,0,8.0,8.0,5,4,0,1.0,1
18.0,4324.2,0,35.0,18.0,5,5,0,1.0,1
1.0,997.3000000000001,0,7.0,8.0,3,4,0,4.0,1
1.0,317.5,0,8.0,3.0,2,3,1,2.0,1
10.0,383.04,0,18.0,1.0,6,1,0,2.0,3
4.0,309.66,0,14.0,3.0,2,4,1,1.0,3
11.0,153.29,1,12.0,9.0,8,1,0,0.0,1
16.0,152.57,0,16.0,0.0,2,3,0,1.0,1
8.0,149.3,1,8.0,4.0,1,1,1,1.0,1
0.0,125.61000000000001,0,14.0,0.0,8,5,1,1.0,1
9.0,152.28,0,6.0,5.0,1,4,0,1.0,1
9.0,156.73,1,16.0,7.0,2,3,0,0.0,3
18.0,306.36,1,15.0,3.0,4,1,1,2.0,1
13.0,328.99,0,31.0,7.0,2,1,0,2.0,3
12.0,1386.54,0,10.0,3.0,2,3,0,2.0,3
7.0,357.52,0,7.0,4.0,4,5,0,1.0,3
9.0,648.04,1,6.0,11.0,2,2,0,2.0,3
1.0,300.68,0,18.0,1.0,10,2,1,2.0,3
19.0,634.04,0,7.0,8.0,2,2,0,2.0,1
1.0,287.18,1,17.0,1.0,3,4,1,2.0,1
2.0,219.35000000000002,0,9.0,3.0,2,3,0,1.0,1
15.0,1010.38,0,35.0,8.0,2,4,0,5.0,1
0.0,970.74,1,28.0,7.0,2,3,0,5.0,1
0.0,274.44,1,8.0,2.0,7,1,1,2.0,1
0.0,127.07,0,8.0,7.0,8,5,1,1.0,1
9.0,402.64,1,23.0,1.0,6,3,0,1.0,1
10.0,174.28,0,9.0,3.0,3,1,0,0.0,3
10.0,354.56,0,7.0,6.0,2,4,0,2.0,1
23.0,384.16,0,18.0,1.0,5,1,0,1.0,3
8.0,892.1500000000001,0,8.0,10.0,2,5,0,1.0,1
19.0,844.25,0,33.0,6.0,3,5,0,1.0,3
9.0,122.58000000000001,0,6.0,7.0,7,3,1,1.0,1
17.0,3685.9199999999996,0,34.0,17.0,4,5,0,1.0,1
1.0,356.08,1,26.0,5.0,10,1,0,1.0,3
15.0,638.38,0,16.0,12.0,4,3,0,2.0,1
10.0,343.26,1,19.0,2.0,11,3,0,1.0,1
9.0,120.08000000000001,0,16.0,0.0,2,4,1,1.0,1
4.0,255.82,0,26.0,2.0,1,2,1,1.0,3
1.0,291.8,1,9.0,1.0,8,3,1,1.0,1
2.0,491.01,1,9.0,3.0,3,1,1,1.0,1
0.0,295.74,1,6.0,2.0,10,1,1,2.0,1
29.0,544.64,0,8.0,1.0,4,1,0,1.0,1
14.0,294.19,0,15.0,11.0,3,3,0,0.0,1
8.0,286.24,0,6.0,8.0,1,5,0,1.0,3
18.0,640.26,1,10.0,2.0,6,1,0,1.0,1
5.0,123.32,0,14.0,2.0,7,4,1,0.0,1
1.0,444.68999999999994,0,26.0,3.0,3,1,1,3.0,1
9.0,349.36,0,18.0,3.0,3,2,0,1.0,3
26.0,309.0,0,15.0,5.0,11,5,1,2.0,1
5.0,144.03,0,19.0,3.0,3,1,0,0.0,3
9.0,477.41999999999996,0,11.0,7.0,9,4,0,2.0,1
2.0,321.82,0,8.0,3.0,3,5,1,2.0,1
19.0,125.87,0,14.0,0.0,2,1,1,0.0,1
1.0,743.4000000000001,0,13.0,4.0,3,4,1,3.0,1
9.0,117.02000000000001,1,8.0,0.0,2,1,1,1.0,1
15.0,448.83000000000004,1,11.0,8.0,11,3,1,2.0,1
19.0,350.12,1,11.0,4.0,6,5,0,1.0,3
26.0,275.84,1,9.0,3.0,4,3,0,1.0,1
17.0,688.4399999999999,1,31.0,3.0,8,5,0,3.0,3
4.0,165.83,1,16.0,4.0,3,1,0,1.0,3
17.0,2232.44,0,13.0,15.0,9,3,0,7.0,1
6.0,1306.3400000000001,0,11.0,9.0,3,3,0,2.0,1
25.0,265.55,0,10.0,4.0,3,1,0,1.0,1
0.0,135.17,0,14.0,2.0,8,3,1,0.0,1
28.0,325.6,0,15.0,1.0,9,3,0,2.0,1
11.0,158.11,1,24.0,0.0,4,1,0,0.0,1
14.0,189.38,0,9.0,4.0,3,4,0,1.0,3
1.0,283.5,1,29.0,1.0,3,3,1,1.0,3
14.0,143.93,0,14.0,4.0,6,4,0,1.0,3
19.0,203.68,1,8.0,3.0,5,1,0,0.0,3
0.0,153.24,0,22.0,2.0,6,5,0,1.0,3
5.0,305.56,1,9.0,1.0,6,1,1,1.0,1
2.0,347.96,0,14.0,4.0,2,5,0,2.0,3
12.0,443.64,0,16.0,2.0,3,2,1,2.0,1
6.0,353.5,0,15.0,4.0,7,3,0,2.0,1
9.0,128.1,0,15.0,2.0,2,4,1,1.0,1
1.0,184.63,0,11.0,3.0,1,5,0,1.0,3
0.0,127.94999999999999,1,31.0,1.0,2,1,1,0.0,1
5.0,466.95000000000005,1,10.0,4.0,3,5,1,3.0,1
4.0,964.74,1,8.0,8.0,2,4,1,4.0,1
7.0,132.94,0,7.0,2.0,6,4,1,1.0,1
1.0,290.66,0,19.0,1.0,3,5,1,2.0,3
1.0,300.34,0,11.0,4.0,3,3,1,2.0,1
5.0,1651.95,1,19.0,6.0,2,2,0,1.0,1
15.0,292.54,1,12.0,4.0,4,3,1,2.0,1
3.0,420.33000000000004,0,6.0,7.0,2,1,0,1.0,1
11.0,353.26,0,9.0,1.0,7,1,0,2.0,1
9.0,1321.0,0,12.0,11.0,1,2,1,4.0,1
5.0,1446.56,0,30.0,9.0,2,1,0,1.0,1
1.0,303.86,0,25.0,1.0,3,2,1,2.0,1
18.0,144.77,1,13.0,2.0,5,3,1,1.0,1
16.0,375.44,0,9.0,4.0,9,5,0,1.0,2
26.0,1470.48,0,6.0,10.0,8,5,0,4.0,3
26.0,1265.39,1,13.0,10.0,5,5,0,3.0,1
4.0,169.32,0,26.0,0.0,2,3,0,1.0,3
5.0,664.11,0,14.0,3.0,4,5,0,3.0,3
1.0,395.88,0,25.0,3.0,2,5,1,1.0,1
10.0,174.91,0,6.0,2.0,5,2,0,1.0,1
0.0,255.45999999999998,0,12.0,2.0,1,3,1,1.0,1
6.0,331.74,0,8.0,3.0,6,5,0,1.0,1
2.0,414.36,0,26.0,10.0,2,1,1,1.0,1
26.0,2367.92,0,7.0,9.0,4,1,0,4.0,1
24.0,2098.08,0,6.0,8.0,4,5,0,4.0,1
5.0,328.99,0,17.0,9.0,6,3,0,4.0,1
8.0,440.94,0,9.0,3.0,3,3,0,1.0,1
11.0,876.9000000000001,0,7.0,8.0,3,1,1,2.0,1
1.0,133.1,0,14.0,2.0,2,1,1,1.0,1
22.0,4181.45,0,17.0,10.0,6,4,0,4.0,1
20.0,141.63,1,10.0,7.0,2,1,0,1.0,3
1.0,1191.52,1,24.0,8.0,3,3,1,5.0,1
1.0,328.14,0,36.0,3.0,3,5,1,2.0,1
5.0,664.11,0,14.0,3.0,4,5,0,3.0,3
9.0,122.1,0,23.0,0.0,2,4,1,1.0,1
13.0,123.44999999999999,0,14.0,2.0,3,3,1,0.0,1
9.0,121.32,1,28.0,1.0,5,3,1,0.0,1
9.0,217.13,0,14.0,3.0,10,5,0,0.0,1
14.0,399.14,1,7.0,3.0,4,2,0,2.0,3
26.0,1144.24,0,13.0,7.0,4,3,0,1.0,1
13.0,538.3499999999999,1,22.0,3.0,7,1,0,1.0,1
31.0,940.3199999999999,0,9.0,3.0,11,1,0,1.0,2
1.0,459.33000000000004,0,23.0,3.0,11,4,1,3.0,1
19.0,347.0,0,27.0,2.0,10,3,0,1.0,3
9.0,121.77000000000001,0,30.0,4.0,2,4,1,0.0,2
20.0,3046.8,0,29.0,6.0,2,2,0,11.0,1
8.0,324.74,0,10.0,3.0,2,2,1,2.0,2
0.0,123.22,0,14.0,0.0,4,5,1,1.0,3
17.0,131.62,0,11.0,3.0,4,3,1,0.0,1
27.0,207.39,0,23.0,8.0,9,3,0,1.0,1
6.0,199.98,0,11.0,2.0,7,1,0,1.0,3
23.0,383.02,0,12.0,3.0,4,3,0,1.0,1
1.0,303.18,1,13.0,3.0,3,2,1,1.0,1
2.0,126.41999999999999,0,14.0,0.0,2,3,1,1.0,3
0.0,123.88999999999999,1,14.0,1.0,2,2,1,0.0,1
16.0,1395.28,0,15.0,8.0,4,4,0,8.0,1
30.0,219.04000000000002,1,6.0,3.0,4,2,0,0.0,3
11.0,177.56,1,8.0,2.0,4,3,0,1.0,1
12.0,145.34,0,24.0,7.0,1,3,0,1.0,1
7.0,129.96,0,6.0,3.0,6,5,1,1.0,1
12.0,328.99,0,32.0,2.0,5,4,0,1.0,1
9.0,196.99,0,9.0,12.0,5,2,0,0.0,3
30.0,1234.5900000000001,0,31.0,9.0,8,5,0,6.0,3
13.0,701.68,0,11.0,9.0,2,3,0,4.0,1
4.0,1672.96,0,29.0,9.0,2,5,0,3.0,3
9.0,357.26,0,7.0,1.0,2,2,0,2.0,1
23.0,396.63,1,34.0,8.0,2,3,1,3.0,1
14.0,347.52,0,16.0,3.0,11,2,0,2.0,1
22.0,153.9,0,8.0,8.0,3,4,0,1.0,3
1.0,501.81000000000006,0,9.0,3.0,2,1,0,3.0,1
1.0,152.53,0,15.0,7.0,2,2,0,1.0,3
0.0,110.09,1,16.0,1.0,2,3,1,0.0,1
12.0,311.14,1,9.0,2.0,8,3,1,1.0,1
3.0,124.75999999999999,0,14.0,0.0,2,4,1,1.0,3
1.0,300.3,1,19.0,1.0,3,2,1,2.0,1
0.0,142.0,0,15.0,4.0,8,5,1,1.0,1
8.0,124.25999999999999,0,14.0,3.0,1,4,1,1.0,1
4.0,1786.68,1,8.0,6.0,2,3,0,3.0,3
9.0,115.13999999999999,0,20.0,0.0,2,3,1,1.0,1
17.0,908.9499999999999,1,16.0,8.0,5,3,0,3.0,1
11.0,173.51,0,8.0,0.0,8,4,0,1.0,3
1.0,356.92,0,16.0,8.0,6,5,0,1.0,1
8.0,380.76,0,11.0,3.0,11,3,0,1.0,3
7.0,123.62,0,14.0,2.0,5,5,1,1.0,1
0.0,134.47,0,28.0,2.0,2,3,1,0.0,3
5.0,462.96000000000004,0,16.0,9.0,3,4,0,1.0,1
20.0,1498.25,0,10.0,10.0,5,3,0,5.0,3
13.0,165.13,0,7.0,3.0,5,1,0,0.0,1
13.0,135.44,0,22.0,0.0,10,3,1,1.0,1
5.0,328.99,1,18.0,14.0,1,5,0,7.0,3
12.0,504.51,1,10.0,3.0,5,3,0,3.0,1
0.0,287.64,0,8.0,1.0,7,3,1,2.0,1
10.0,1199.73,0,14.0,14.0,4,5,0,6.0,3
18.0,328.99,1,35.0,12.0,5,2,0,2.0,3
13.0,883.08,0,8.0,9.0,1,3,0,0.0,1
28.0,1496.3,0,29.0,8.0,5,3,0,4.0,1
25.0,1896.93,0,6.0,8.0,3,2,0,1.0,1
11.0,147.71,0,15.0,3.0,3,1,1,1.0,1
0.0,252.2,0,14.0,2.0,2,3,1,2.0,1
24.0,154.82,0,8.0,2.0,6,4,0,0.0,1
16.0,355.3,0,28.0,3.0,4,3,0,1.0,1
0.0,123.18,0,14.0,0.0,2,3,1,1.0,1
8.0,836.1199999999999,0,31.0,8.0,4,4,0,3.0,1
19.0,743.12,0,8.0,7.0,4,1,0,1.0,1
10.0,134.52,0,16.0,3.0,7,5,1,1.0,1
8.0,1377.92,0,17.0,3.0,3,1,0,4.0,1
1.0,2773.08,0,7.0,3.0,7,3,0,2.0,3
1.0,371.48,1,14.0,7.0,3,3,0,2.0,1
9.0,120.28,1,30.0,3.0,6,3,1,0.0,1
3.0,129.83,0,13.0,2.0,1,4,1,1.0,3
19.0,357.98,0,8.0,4.0,6,3,0,1.0,1
14.0,380.26,0,8.0,4.0,6,1,0,1.0,1
12.0,924.0,1,9.0,13.0,8,5,0,1.0,1
6.0,134.52,0,19.0,2.0,4,1,1,1.0,1
8.0,1070.22,0,28.0,8.0,3,2,0,6.0,3
4.0,275.48,0,14.0,1.0,3,3,1,1.0,1
25.0,1896.93,0,6.0,8.0,3,1,0,1.0,1
5.0,1575.27,0,7.0,8.0,3,5,0,2.0,1
0.0,187.26,0,14.0,7.0,2,3,0,1.0,3
31.0,316.92,1,16.0,1.0,6,4,1,2.0,1
21.0,328.99,0,8.0,13.0,2,4,0,1.0,1
4.0,326.66,0,7.0,3.0,5,3,1,2.0,1
18.0,552.99,0,11.0,4.0,11,4,0,2.0,1
4.0,139.29,1,18.0,2.0,9,1,1,1.0,1
8.0,1081.1999999999998,0,22.0,9.0,1,4,0,3.0,3
9.0,188.47,1,15.0,2.0,3,4,0,0.0,1
3.0,335.24,0,26.0,3.0,6,1,0,2.0,1
21.0,1362.96,1,9.0,8.0,2,1,0,4.0,3
11.0,1706.72,0,16.0,3.0,3,4,0,7.0,3
5.0,785.25,0,10.0,3.0,11,3,0,1.0,1
1.0,1326.72,0,10.0,8.0,3,3,1,7.0,1
5.0,139.31,0,10.0,2.0,3,4,1,1.0,3
9.0,241.39999999999998,1,6.0,2.0,2,4,1,1.0,1
28.0,359.7,1,26.0,5.0,11,5,0,1.0,1
10.0,363.48,0,31.0,9.0,9,4,0,1.0,1
1.0,675.08,0,24.0,3.0,3,3,0,1.0,1
6.0,328.99,0,17.0,1.0,4,1,0,1.0,1
1.0,308.52,1,13.0,1.0,3,1,1,1.0,1
9.0,120.08000000000001,0,7.0,0.0,2,3,1,0.0,1
1.0,308.66,1,8.0,1.0,3,3,1,1.0,1
1.0,459.33000000000004,0,23.0,3.0,11,4,1,3.0,1
1.0,298.78,1,31.0,1.0,3,1,1,2.0,1
23.0,452.61,1,23.0,3.0,6,5,1,1.0,1
9.0,1583.64,0,8.0,0.0,2,3,0,9.0,3
8.0,932.0999999999999,0,15.0,4.0,5,3,0,2.0,1
12.0,1600.83,0,8.0,10.0,2,3,0,1.0,1
11.0,198.24,0,16.0,0.0,4,3,0,0.0,1
3.0,444.3,0,15.0,3.0,5,5,0,2.0,1
1.0,913.45,1,17.0,5.0,3,1,0,2.0,3
1.0,307.06,1,10.0,1.0,2,2,1,1.0,1
8.0,180.95,0,11.0,13.0,1,4,0,1.0,1
3.0,357.46,0,7.0,3.0,2,5,0,2.0,1
9.0,1113.49,0,35.0,9.0,3,3,0,7.0,1
10.0,141.89,0,15.0,3.0,2,4,0,1.0,3
19.0,155.62,0,19.0,9.0,7,4,0,1.0,1
8.0,124.5,0,14.0,2.0,2,5,1,0.0,1
13.0,1412.08,0,16.0,10.0,3,5,0,5.0,1
8.0,804.42,0,34.0,8.0,2,3,0,6.0,1
0.0,136.69,0,25.0,2.0,4,1,1,0.0,1
1.0,347.66,0,14.0,2.0,3,3,0,2.0,1
13.0,449.82,0,13.0,3.0,6,5,0,2.0,1
5.0,212.44,0,16.0,3.0,3,1,0,0.0,1
26.0,249.0,0,14.0,2.0,3,1,0,2.0,1
3.0,149.68,0,8.0,7.0,1,5,1,0.0,1
0.0,250.77999999999997,0,14.0,2.0,2,3,1,1.0,1
9.0,169.62,1,8.0,0.0,5,4,0,0.0,1
0.0,134.07,0,15.0,3.0,8,5,0,0.0,3
2.0,2438.59,0,8.0,3.0,8,2,0,7.0,1
17.0,298.76,0,16.0,3.0,6,3,1,1.0,1
1.0,444.06000000000006,1,8.0,3.0,3,4,1,3.0,3
7.0,328.99,0,12.0,9.0,8,4,0,8.0,1
1.0,301.28,0,9.0,1.0,3,2,1,2.0,2
13.0,126.83000000000001,1,9.0,2.0,2,3,1,0.0,3
15.0,413.78,1,16.0,8.0,5,3,0,1.0,3
0.0,130.33,0,5.0,2.0,2,3,1,0.0,1
1.0,373.6,0,33.0,5.0,3,2,0,1.0,3
12.0,294.31,0,15.0,3.0,3,1,0,0.0,1
2.0,131.31,0,12.0,8.0,2,1,1,0.0,1
30.0,152.2,1,13.0,9.0,1,1,0,0.0,3
25.0,328.99,0,15.0,8.0,7,4,0,2.0,1
15.0,448.83000000000004,1,11.0,8.0,11,3,1,1.0,1
9.0,126.44,1,14.0,2.0,4,1,1,1.0,3
4.0,303.86,0,31.0,1.0,3,3,1,2.0,1
18.0,379.3,1,17.0,4.0,4,1,0,1.0,1
0.0,127.16,0,18.0,0.0,2,4,1,0.0,3
1.0,334.26,0,17.0,9.0,3,5,0,1.0,1
2.0,363.22,0,23.0,8.0,2,5,0,1.0,1
9.0,138.86,0,8.0,8.0,2,1,0,1.0,2
12.0,3805.3600000000006,0,13.0,3.0,2,1,0,6.0,1
9.0,121.47999999999999,1,26.0,4.0,1,4,1,0.0,2
9.0,363.78,1,25.0,3.0,3,3,0,2.0,1
13.0,325.1,0,15.0,8.0,3,3,1,1.0,1
19.0,378.68,0,14.0,3.0,6,3,0,2.0,1
3.0,456.59999999999997,0,7.0,9.0,3,1,1,1.0,1
2.0,143.19,0,6.0,9.0,2,3,0,0.0,1
